"State";"Customer.Lifetime.Value";"Response";"Coverage";"Education";"EmploymentStatus";"Gender";"Income";"Location.Code";"Marital.Status";"Monthly.Premium.Auto";"Months.Since.Last.Claim";"Months.Since.Policy.Inception";"Number.of.Policies";"Policy.Type";"Total.Claim.Amount";"Vehicle.Class";"Vehicle.Size"
"California";4250.282624;"Yes";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";61;17;1;7;"Personal Auto";292.8;"Four-Door Car";"Small"
"Oregon";19776.56654;"No";"Extended";"High School or Below";"Employed";"F";70699;"Urban";"Divorced";82;1;57;2;"Personal Auto";256.813837;"Four-Door Car";"Medsize"
"California";21343.46599;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Married";74;11;85;2;"Personal Auto";355.2;"Four-Door Car";"Medsize"
"California";2413.139714;"No";"Basic";"College";"Medical Leave";"M";27501;"Suburban";"Married";63;20;0;1;"Personal Auto";542.319401;"Four-Door Car";"Medsize"
"Oregon";15363.84716;"No";"Premium";"Doctor";"Disabled";"F";15897;"Urban";"Divorced";101;30;99;2;"Personal Auto";303.148399;"Four-Door Car";"Medsize"
"Nevada";8456.961887;"No";"Basic";"College";"Employed";"F";25141;"Rural";"Divorced";73;12;4;2;"Personal Auto";25.438063;"Four-Door Car";"Medsize"
"Nevada";2189.642522;"No";"Basic";"College";"Unemployed";"F";0;"Suburban";"Married";61;5;46;1;"Personal Auto";292.8;"Four-Door Car";"Small"
"California";5780.182197;"Yes";"Basic";"High School or Below";"Employed";"M";51066;"Suburban";"Single";74;23;0;8;"Personal Auto";787.993313;"Four-Door Car";"Medsize"
"California";4639.981638;"No";"Basic";"Bachelor";"Employed";"F";28358;"Rural";"Married";117;24;37;1;"Personal Auto";84.024413;"Sports Car";"Medsize"
"Washington";4465.335703;"No";"Basic";"College";"Employed";"F";61846;"Rural";"Married";112;1;48;1;"Personal Auto";215.8182;"SUV";"Medsize"
"Arizona";5968.118877;"No";"Basic";"Bachelor";"Employed";"F";90972;"Urban";"Married";74;3;47;8;"Personal Auto";232.926145;"Two-Door Car";"Medsize"
"Washington";5097.763337;"No";"Basic";"College";"Unemployed";"F";0;"Suburban";"Single";74;3;95;7;"Personal Auto";532.8;"Two-Door Car";"Medsize"
"California";4076.634665;"No";"Basic";"Bachelor";"Employed";"F";29549;"Suburban";"Divorced";104;17;51;1;"Personal Auto";710.433775;"Sports Car";"Small"
"California";12252.60179;"No";"Premium";"Bachelor";"Unemployed";"F";0;"Suburban";"Married";115;12;17;2;"Personal Auto";552;"Four-Door Car";"Medsize"
"Nevada";16936.27147;"No";"Extended";"Bachelor";"Employed";"F";39411;"Suburban";"Married";217;4;29;4;"Personal Auto";1122.658899;"Luxury Car";"Medsize"
"Oregon";4892.435461;"No";"Basic";"High School or Below";"Employed";"M";21709;"Suburban";"Married";62;28;17;3;"Personal Auto";408.374746;"Four-Door Car";"Large"
"Nevada";9942.304791;"No";"Extended";"Bachelor";"Employed";"M";67890;"Suburban";"Single";85;23;57;2;"Personal Auto";408;"Four-Door Car";"Small"
"California";3735.838129;"No";"Basic";"Bachelor";"Unemployed";"M";0;"Suburban";"Single";110;3;16;1;"Personal Auto";792;"SUV";"Medsize"
"California";13117.52215;"No";"Basic";"High School or Below";"Employed";"F";84311;"Suburban";"Single";111;11;98;2;"Personal Auto";532.8;"SUV";"Small"
"California";4574.524094;"No";"Basic";"College";"Employed";"F";99316;"Suburban";"Single";114;26;53;1;"Corporate Auto";754.358929;"SUV";"Medsize"
"Arizona";5470.060561;"Yes";"Extended";"Bachelor";"Employed";"F";54507;"Suburban";"Married";138;20;11;1;"Personal Auto";702.990032;"SUV";"Medsize"
"California";2978.84601;"No";"Extended";"Bachelor";"Employed";"F";64586;"Urban";"Single";76;3;17;1;"Personal Auto";206.837111;"Four-Door Car";"Medsize"
"Oregon";6410.967544;"No";"Extended";"College";"Employed";"M";61709;"Urban";"Married";82;5;41;7;"Personal Auto";275.395894;"Four-Door Car";"Medsize"
"California";4479.023088;"No";"Basic";"Master";"Employed";"M";94656;"Urban";"Married";111;12;79;1;"Special Auto";459.738128;"SUV";"Medsize"
"California";2383.731879;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";69;5;40;1;"Special Auto";496.8;"Two-Door Car";"Small"
"California";2764.493659;"No";"Basic";"Bachelor";"Employed";"M";61085;"Suburban";"Married";70;27;34;1;"Personal Auto";336;"Two-Door Car";"Medsize"
"Oregon";7920.105377;"No";"Basic";"Bachelor";"Employed";"F";89284;"Suburban";"Married";67;7;31;2;"Personal Auto";321.6;"Two-Door Car";"Small"
"Arizona";6889.097981;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Divorced";63;6;12;2;"Personal Auto";302.4;"Four-Door Car";"Small"
"Washington";3274.194616;"No";"Extended";"Bachelor";"Employed";"F";31686;"Suburban";"Married";81;11;33;1;"Personal Auto";430.994107;"Four-Door Car";"Small"
"Oregon";9951.707743;"No";"Premium";"High School or Below";"Employed";"M";56855;"Suburban";"Single";255;12;1;1;"Corporate Auto";1836;"Luxury SUV";"Medsize"
"Oregon";2521.555686;"No";"Basic";"Bachelor";"Employed";"M";53703;"Rural";"Single";67;3;45;1;"Special Auto";67.632476;"Four-Door Car";"Medsize"
"Washington";23706.11337;"No";"Extended";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";96;12;35;2;"Personal Auto";844.481918;"Two-Door Car";"Medsize"
"California";6047.02516;"Yes";"Extended";"College";"Employed";"M";20396;"Suburban";"Married";76;15;60;4;"Personal Auto";364.8;"Four-Door Car";"Medsize"
"California";11140.30248;"No";"Premium";"Master";"Disabled";"F";27679;"Suburban";"Single";150;30;28;3;"Personal Auto";722.486994;"SUV";"Medsize"
"Nevada";4334.064096;"Yes";"Extended";"Bachelor";"Retired";"F";23904;"Suburban";"Single";123;1;67;1;"Personal Auto";590.4;"SUV";"Medsize"
"Arizona";2799.74791;"No";"Basic";"High School or Below";"Employed";"F";65351;"Suburban";"Married";69;4;54;1;"Corporate Auto";481.027516;"Four-Door Car";"Medsize"
"California";7923.136624;"No";"Basic";"College";"Unemployed";"M";0;"Suburban";"Single";113;20;1;7;"Personal Auto";1124.427734;"SUV";"Medsize"
"California";3688.110888;"No";"Basic";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";63;0;54;7;"Personal Auto";669.682001;"Four-Door Car";"Medsize"
"California";12067.45599;"No";"Basic";"College";"Unemployed";"M";0;"Suburban";"Single";116;14;35;2;"Personal Auto";1284.093173;"SUV";"Medsize"
"California";2924.976721;"No";"Basic";"College";"Employed";"F";64459;"Urban";"Married";72;16;64;1;"Personal Auto";240.259479;"Four-Door Car";"Medsize"
"California";15014.0927;"No";"Premium";"College";"Employed";"M";32961;"Suburban";"Married";190;13;53;3;"Corporate Auto";912;"SUV";"Small"
"Oregon";9277.233839;"No";"Basic";"High School or Below";"Employed";"F";71416;"Suburban";"Divorced";116;10;0;3;"Corporate Auto";556.8;"SUV";"Medsize"
"Washington";6274.123875;"No";"Extended";"Bachelor";"Employed";"F";68964;"Rural";"Married";78;15;6;3;"Personal Auto";115.086827;"Four-Door Car";"Medsize"
"California";3886.647414;"No";"Extended";"High School or Below";"Employed";"M";78108;"Suburban";"Single";98;12;34;1;"Personal Auto";470.4;"Two-Door Car";"Small"
"California";4386.277558;"Yes";"Basic";"College";"Retired";"M";10621;"Suburban";"Single";67;28;22;5;"Special Auto";321.6;"Four-Door Car";"Medsize"
"Washington";11365.26766;"No";"Extended";"College";"Employed";"M";84910;"Urban";"Married";95;4;69;2;"Corporate Auto";383.167471;"Two-Door Car";"Small"
"California";5610.96434;"No";"Basic";"High School or Below";"Employed";"F";77493;"Urban";"Single";70;2;35;3;"Special Auto";307.963291;"Four-Door Car";"Medsize"
"Arizona";2912.892035;"No";"Basic";"College";"Employed";"M";81097;"Suburban";"Divorced";74;7;67;1;"Personal Auto";355.2;"Four-Door Car";"Small"
"Oregon";6915.729915;"No";"Extended";"College";"Employed";"F";96610;"Suburban";"Married";85;6;23;3;"Corporate Auto";520.364752;"Four-Door Car";"Large"
"Oregon";6262.663307;"No";"Premium";"College";"Employed";"M";30110;"Urban";"Married";159;20;71;1;"Corporate Auto";466.436375;"Sports Car";"Small"
"Oregon";6503.397049;"Yes";"Extended";"High School or Below";"Disabled";"F";22081;"Suburban";"Married";84;1;9;6;"Special Auto";451.670309;"Two-Door Car";"Small"
"Washington";8007.399376;"Yes";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Divorced";112;6;93;3;"Personal Auto";537.6;"Sports Car";"Medsize"
"California";2929.916512;"No";"Basic";"College";"Employed";"M";98473;"Suburban";"Married";72;19;69;1;"Personal Auto";345.6;"Four-Door Car";"Medsize"
"Oregon";5969.55297;"No";"Basic";"Bachelor";"Employed";"F";97431;"Suburban";"Married";74;1;72;3;"Personal Auto";355.2;"Four-Door Car";"Medsize"
"California";5473.15987;"No";"Basic";"Bachelor";"Employed";"M";93870;"Suburban";"Divorced";69;1;96;8;"Personal Auto";331.2;"Four-Door Car";"Medsize"
"Nevada";5645.396665;"No";"Basic";"High School or Below";"Employed";"M";50366;"Suburban";"Divorced";72;9;5;9;"Personal Auto";428.734656;"Four-Door Car";"Small"
"Washington";6369.262355;"Yes";"Extended";"High School or Below";"Employed";"M";34498;"Suburban";"Single";83;30;72;7;"Personal Auto";398.4;"Two-Door Car";"Small"
"Oregon";11833.76732;"No";"Basic";"College";"Disabled";"F";16552;"Suburban";"Married";103;23;53;2;"Personal Auto";494.4;"SUV";"Small"
"Oregon";6121.107929;"No";"Extended";"College";"Employed";"F";26787;"Suburban";"Married";77;7;50;5;"Personal Auto";369.6;"Four-Door Car";"Medsize"
"Nevada";5159.369746;"No";"Basic";"College";"Unemployed";"M";0;"Suburban";"Single";74;2;42;9;"Personal Auto";831.752839;"Two-Door Car";"Medsize"
"Nevada";2514.59196;"Yes";"Basic";"High School or Below";"Employed";"F";43860;"Rural";"Single";65;15;58;1;"Corporate Auto";156.124914;"Four-Door Car";"Medsize"
"Arizona";8668.611261;"No";"Basic";"High School or Below";"Employed";"M";21474;"Urban";"Married";114;13;72;9;"Corporate Auto";373.428187;"SUV";"Small"
"California";4960.965384;"No";"Basic";"Bachelor";"Disabled";"M";18174;"Suburban";"Married";66;8;16;9;"Corporate Auto";395.934815;"Four-Door Car";"Small"
"Arizona";5504.139033;"Yes";"Basic";"Bachelor";"Unemployed";"F";0;"Suburban";"Married";73;18;45;5;"Corporate Auto";350.4;"Four-Door Car";"Medsize"
"Arizona";7507.455372;"Yes";"Basic";"College";"Employed";"M";60920;"Urban";"Single";64;10;61;2;"Personal Auto";231.201886;"Two-Door Car";"Medsize"
"Arizona";32269.85139;"No";"Extended";"High School or Below";"Employed";"M";41520;"Urban";"Married";90;18;70;2;"Personal Auto";289.904105;"Four-Door Car";"Medsize"
"Oregon";5657.031588;"No";"Premium";"Bachelor";"Unemployed";"F";0;"Suburban";"Married";152;12;89;1;"Personal Auto";729.6;"SUV";"Small"
"Arizona";5061.757902;"No";"Basic";"High School or Below";"Unemployed";"M";0;"Suburban";"Married";68;19;16;8;"Personal Auto";326.4;"Two-Door Car";"Medsize"
"California";5912.783829;"No";"Basic";"Bachelor";"Employed";"M";72208;"Suburban";"Married";73;3;84;8;"Personal Auto";350.4;"Two-Door Car";"Small"
"California";15182.27975;"No";"Basic";"Bachelor";"Employed";"F";53863;"Rural";"Married";63;12;30;2;"Personal Auto";105.765111;"Four-Door Car";"Large"
"Washington";10747.03094;"No";"Extended";"College";"Employed";"M";66446;"Urban";"Divorced";136;8;77;3;"Corporate Auto";639.464548;"SUV";"Large"
"Washington";2050.623512;"No";"Basic";"College";"Unemployed";"M";0;"Suburban";"Single";61;18;26;1;"Personal Auto";292.8;"Four-Door Car";"Small"
"Washington";2465.444865;"No";"Basic";"Bachelor";"Employed";"F";64997;"Suburban";"Single";63;7;99;1;"Personal Auto";383.442328;"Four-Door Car";"Small"
"Nevada";5343.121327;"No";"Basic";"High School or Below";"Employed";"F";64460;"Suburban";"Married";66;18;42;3;"Corporate Auto";316.8;"Two-Door Car";"Small"
"Arizona";8119.829071;"No";"Basic";"College";"Employed";"F";46618;"Rural";"Married";67;22;77;2;"Personal Auto";99.085943;"Four-Door Car";"Large"
"Oregon";4605.265164;"No";"Basic";"College";"Unemployed";"F";0;"Suburban";"Divorced";64;13;64;4;"Corporate Auto";307.2;"Four-Door Car";"Small"
"California";6408.785577;"No";"Extended";"College";"Employed";"M";49988;"Suburban";"Married";84;6;37;5;"Personal Auto";566.935022;"Two-Door Car";"Large"
"California";2376.533508;"No";"Extended";"College";"Unemployed";"F";0;"Suburban";"Single";91;2;8;1;"Personal Auto";436.8;"Two-Door Car";"Medsize"
"California";3211.070017;"No";"Extended";"Bachelor";"Disabled";"M";16269;"Suburban";"Divorced";86;6;84;1;"Corporate Auto";412.8;"Two-Door Car";"Medsize"
"Arizona";5094.522262;"No";"Basic";"Bachelor";"Employed";"F";72006;"Suburban";"Divorced";64;4;38;3;"Personal Auto";307.2;"Four-Door Car";"Medsize"
"Arizona";25755.27817;"No";"Extended";"High School or Below";"Unemployed";"F";0;"Suburban";"Married";81;3;60;2;"Personal Auto";388.8;"Four-Door Car";"Small"
"Oregon";8672.229719;"No";"Extended";"Bachelor";"Unemployed";"M";0;"Suburban";"Single";245;34;83;1;"Corporate Auto";2345.413441;"Luxury SUV";"Medsize"
"California";8044.73072;"No";"Basic";"Master";"Employed";"M";44320;"Suburban";"Married";67;13;79;2;"Personal Auto";321.6;"Four-Door Car";"Medsize"
"Arizona";4001.519098;"No";"Premium";"High School or Below";"Retired";"F";19782;"Suburban";"Divorced";108;13;66;1;"Personal Auto";773.470977;"Two-Door Car";"Medsize"
"Nevada";16706.11699;"No";"Basic";"Bachelor";"Employed";"F";63933;"Suburban";"Divorced";70;35;98;2;"Personal Auto";424.883448;"Two-Door Car";"Medsize"
"Arizona";8544.411077;"No";"Basic";"Doctor";"Employed";"M";28224;"Suburban";"Single";109;13;13;8;"Personal Auto";523.2;"SUV";"Medsize"
"Washington";7805.31287;"Yes";"Basic";"College";"Retired";"F";21073;"Suburban";"Divorced";106;25;54;3;"Personal Auto";508.8;"SUV";"Small"
"Oregon";6112.756868;"No";"Extended";"Bachelor";"Employed";"M";63243;"Urban";"Married";77;21;73;3;"Personal Auto";364.240307;"Four-Door Car";"Large"
"Nevada";4772.943848;"Yes";"Extended";"High School or Below";"Retired";"M";20993;"Suburban";"Divorced";133;35;90;1;"Personal Auto";638.4;"SUV";"Medsize"
"Oregon";10979.09559;"No";"Extended";"Bachelor";"Employed";"F";94827;"Urban";"Married";135;5;64;4;"Personal Auto";354.729129;"SUV";"Medsize"
"California";5004.263818;"No";"Basic";"Master";"Employed";"F";39161;"Urban";"Married";63;18;83;4;"Personal Auto";283.995953;"Two-Door Car";"Small"
"Washington";13223.04379;"No";"Extended";"Bachelor";"Employed";"M";37534;"Suburban";"Married";84;2;0;2;"Personal Auto";403.2;"Four-Door Car";"Medsize"
"Oregon";2623.31543;"No";"Basic";"Bachelor";"Employed";"F";80210;"Rural";"Divorced";65;30;28;1;"Corporate Auto";20.543176;"Four-Door Car";"Medsize"
"California";17840.19555;"No";"Basic";"Bachelor";"Unemployed";"M";0;"Suburban";"Married";62;32;59;2;"Personal Auto";385.115437;"Four-Door Car";"Small"
"California";5106.111827;"No";"Basic";"College";"Employed";"F";30110;"Rural";"Married";64;2;4;5;"Personal Auto";140.165035;"Four-Door Car";"Medsize"
"Arizona";17930.60451;"No";"Basic";"College";"Medical Leave";"F";21708;"Suburban";"Divorced";68;28;77;2;"Personal Auto";326.4;"Four-Door Car";"Medsize"
"Arizona";5457.342569;"No";"Basic";"High School or Below";"Employed";"M";94731;"Suburban";"Married";67;23;65;4;"Personal Auto";321.6;"Four-Door Car";"Medsize"
"California";6563.644143;"No";"Extended";"Bachelor";"Employed";"M";32375;"Suburban";"Married";83;17;83;6;"Personal Auto";398.4;"Four-Door Car";"Small"
"Oregon";4812.525221;"No";"Basic";"College";"Medical Leave";"M";16531;"Rural";"Married";63;0;40;4;"Corporate Auto";102.879769;"Four-Door Car";"Medsize"
"Arizona";29328.04185;"No";"Extended";"Master";"Employed";"F";32006;"Rural";"Single";94;28;7;2;"Corporate Auto";56.868289;"Four-Door Car";"Medsize"
"Arizona";5773.520711;"No";"Basic";"Bachelor";"Employed";"F";81676;"Suburban";"Married";72;21;86;8;"Personal Auto";463.158502;"Two-Door Car";"Small"
"California";6847.1189;"No";"Extended";"College";"Employed";"M";71038;"Rural";"Married";86;15;56;3;"Corporate Auto";205.444066;"Four-Door Car";"Medsize"
"Arizona";3595.31286;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";103;7;43;1;"Corporate Auto";741.6;"Sports Car";"Medsize"
"Nevada";22855.61209;"No";"Basic";"Master";"Medical Leave";"F";20832;"Rural";"Married";65;8;32;2;"Personal Auto";56.371967;"Two-Door Car";"Medsize"
"Washington";7859.414569;"No";"Basic";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";113;19;10;7;"Personal Auto";813.6;"SUV";"Medsize"
"Oregon";4115.577437;"No";"Premium";"High School or Below";"Employed";"M";52405;"Suburban";"Married";103;8;27;1;"Personal Auto";494.4;"Four-Door Car";"Medsize"
"Arizona";5029.638777;"No";"Extended";"High School or Below";"Unemployed";"F";0;"Suburban";"Married";133;3;89;1;"Personal Auto";795.864079;"Sports Car";"Small"
"Washington";4821.418454;"No";"Extended";"Bachelor";"Employed";"F";26583;"Suburban";"Married";128;6;46;1;"Personal Auto";614.4;"SUV";"Medsize"
"Oregon";5004.310469;"No";"Basic";"Master";"Disabled";"M";25486;"Rural";"Married";65;15;53;3;"Special Auto";72.438681;"Two-Door Car";"Medsize"
"Arizona";8630.053943;"No";"Premium";"College";"Employed";"M";24065;"Suburban";"Divorced";111;30;1;5;"Corporate Auto";532.8;"Four-Door Car";"Medsize"
"Arizona";9322.08512;"No";"Premium";"High School or Below";"Employed";"F";70435;"Rural";"Married";116;0;50;4;"Personal Auto";67.881546;"Four-Door Car";"Medsize"
"California";16727.56063;"No";"Extended";"College";"Unemployed";"M";0;"Suburban";"Single";76;33;36;2;"Personal Auto";402.636829;"Two-Door Car";"Medsize"
"Oregon";3652.532435;"No";"Extended";"High School or Below";"Employed";"F";39679;"Suburban";"Married";92;2;85;1;"Personal Auto";641.388616;"Two-Door Car";"Medsize"
"Nevada";6158.601171;"No";"Extended";"College";"Unemployed";"M";0;"Urban";"Single";89;13;45;5;"Personal Auto";342.481173;"Four-Door Car";"Medsize"
"California";4376.083958;"No";"Basic";"Bachelor";"Unemployed";"M";0;"Suburban";"Married";69;21;70;3;"Personal Auto";331.2;"Two-Door Car";"Medsize"
"Nevada";5569.456156;"No";"Basic";"High School or Below";"Employed";"M";53565;"Suburban";"Married";71;27;34;6;"Personal Auto";340.8;"Four-Door Car";"Small"
"Washington";2576.513006;"No";"Basic";"Bachelor";"Employed";"M";37574;"Suburban";"Married";66;19;14;1;"Personal Auto";412.101933;"Two-Door Car";"Medsize"
"Washington";8346.983233;"No";"Premium";"Bachelor";"Employed";"M";48259;"Rural";"Single";108;14;79;3;"Personal Auto";73.700573;"Two-Door Car";"Medsize"
"Arizona";6323.923864;"No";"Extended";"High School or Below";"Employed";"F";78532;"Suburban";"Married";78;25;87;3;"Personal Auto";374.4;"Four-Door Car";"Medsize"
"Arizona";5973.14343;"No";"Basic";"Bachelor";"Employed";"F";96163;"Suburban";"Married";73;9;90;3;"Corporate Auto";350.4;"Four-Door Car";"Medsize"
"California";4706.676993;"No";"Basic";"Bachelor";"Unemployed";"M";0;"Suburban";"Single";72;0;86;7;"Personal Auto";345.6;"Four-Door Car";"Medsize"
"California";8093.410258;"No";"Basic";"High School or Below";"Unemployed";"M";0;"Suburban";"Married";114;9;72;5;"Personal Auto";722.024742;"Sports Car";"Medsize"
"Washington";5035.744643;"No";"Basic";"College";"Employed";"M";72672;"Urban";"Married";63;7;39;5;"Personal Auto";259.361117;"Four-Door Car";"Large"
"Oregon";9027.867218;"No";"Premium";"Bachelor";"Employed";"F";99002;"Suburban";"Married";112;33;75;8;"Personal Auto";537.6;"Four-Door Car";"Medsize"
"California";7288.884849;"No";"Extended";"High School or Below";"Employed";"M";79494;"Urban";"Married";91;19;30;3;"Personal Auto";396.295614;"Four-Door Car";"Large"
"Oregon";18042.47942;"No";"Extended";"Master";"Employed";"M";35704;"Rural";"Married";225;21;35;8;"Personal Auto";358.281562;"Luxury Car";"Medsize"
"Arizona";4992.063043;"No";"Basic";"Bachelor";"Unemployed";"F";0;"Suburban";"Single";71;6;5;3;"Corporate Auto";653.388564;"Four-Door Car";"Small"
"Oregon";9102.267849;"No";"Premium";"High School or Below";"Disabled";"F";26049;"Rural";"Married";118;17;6;6;"Personal Auto";121.032372;"Two-Door Car";"Large"
"Arizona";2540.407726;"No";"Basic";"Doctor";"Employed";"M";70125;"Rural";"Single";64;21;77;1;"Special Auto";92.813396;"Four-Door Car";"Medsize"
"California";12941.89193;"No";"Basic";"College";"Employed";"M";52369;"Suburban";"Married";110;34;49;2;"Personal Auto";528;"SUV";"Medsize"
"Washington";2365.348601;"No";"Basic";"Bachelor";"Unemployed";"F";0;"Rural";"Married";66;25;51;1;"Special Auto";159.636956;"Four-Door Car";"Medsize"
